Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
27-Dec-07,6069,6110.85,6060.2,6081.5,150138294,9138.37
28-Dec-07,6079.55,6098.6,6021.9,6079.7,87075023,5373.72
31-Dec-07,6095,6167.75,6095,6138.6,85023208,4951.8
01-Jan-08,6136.75,6165.35,6109.85,6144.35,81305366,4410.97
02-Jan-08,6144.7,6197,6060.85,6179.4,110353305,7184.35
03-Jan-08,6184.25,6230.15,6126.4,6178.55,156427760,9475.37
04-Jan-08,6179.1,6300.05,6179.1,6274.3,147642063,8779.23
07-Jan-08,6271,6289.8,6193.35,6279.1,139778977,8873.37
08-Jan-08,6282.45,6357.1,6221.6,6287.85,162564130,10574.25
09-Jan-08,6287.55,6338.3,6231.25,6272,120853354,8104.77
10-Jan-08,6278.1,6347,6142.9,6156.95,133662127,9321.29
11-Jan-08,6166.65,6224.2,6112.55,6200.1,125140494,8457.94
14-Jan-08,6208.8,6244.15,6172,6206.8,111015627,7764.65
15-Jan-08,6226.35,6260.45,6053.3,6074.25,117677698,8500.09
16-Jan-08,6065,6065,5825.75,5935.75,152499954,10674.88
17-Jan-08,5937.95,6013.15,5880.3,5913.2,127181643,9479.64
18-Jan-08,5907.75,5908.75,5677,5705.3,135839094,9533.05
21-Jan-08,5705,5705,4977.1,5208.8,211347217,12589.09
22-Jan-08,5203.35,5203.35,4448.5,4899.3,200603284,11565.41
23-Jan-08,4903.05,5328.05,4891.6,5203.4,172729968,10029.3
24-Jan-08,5208,5357.2,4995.8,5033.45,145355769,8302.42
25-Jan-08,5035.05,5399.25,5035.05,5383.35,105876191,6228.84
28-Jan-08,5380.95,5380.95,5071,5274.1,94557347,5326.69
29-Jan-08,5279.55,5391.6,5225.25,5280.8,99068477,5553.19
30-Jan-08,5283.75,5314.3,5142.25,5167.6,101260486,5331.89
31-Jan-08,5172.25,5251.65,5071.15,5137.45,187588589,10245.43
01-Feb-08,5140.6,5339.95,5090.75,5317.25,106716699,5965.82
04-Feb-08,5315.55,5545.2,5315.55,5463.5,105796179,6278.69
05-Feb-08,5463.75,5500.6,5412.95,5483.9,96724766,5252.39
06-Feb-08,5470.4,5470.4,5257.05,5322.55,106220956,5705.13
07-Feb-08,5322.55,5344.6,5113.85,5133.25,103085491,5687.6
08-Feb-08,5132.1,5173.85,5034.25,5120.35,108947080,5960.29
11-Feb-08,5120.55,5126.4,4803.6,4857,125724868,7432.64
12-Feb-08,4877.85,4949.6,4820.45,4838.25,102374113,5729.12
13-Feb-08,4836.55,4986.55,4836.55,4929.45,104398927,5733.55
14-Feb-08,4944.65,5220.25,4944.65,5202,106458411,5936.21
15-Feb-08,5202.85,5315.4,5104.75,5302.9,110683112,5767.48
18-Feb-08,5304.45,5348.6,5224,5276.9,77582930,3748.76
19-Feb-08,5278.4,5368.45,5262,5280.8,88665218,4374.02
20-Feb-08,5267.15,5267.15,5116.3,5154.45,89916733,4898.31
21-Feb-08,5156.9,5241.35,5120.05,5191.8,89877229,4795.54
22-Feb-08,5183.4,5184,5092.8,5110.75,72385283,4125.66
25-Feb-08,5112.25,5212.35,5055.15,5200.7,78356314,4631.11
26-Feb-08,5200.8,5281.2,5200.8,5270.05,86295954,4653.65
27-Feb-08,5271.4,5368.15,5249.75,5268.4,91216141,5613.2
28-Feb-08,5266.35,5302.85,5227.15,5285.1,108030320,6665.94
29-Feb-08,5285,5290.8,5098.35,5223.5,165090052,7905.14
03-Mar-08,5222.8,5222.8,4936.05,4953,150762989,6900.77
04-Mar-08,4958.55,4976.7,4812.95,4864.25,150910718,7276.89
05-Mar-08,4866.85,4936.75,4847.25,4921.4,114859430,6165.03
07-Mar-08,4918.3,4918.3,4672.25,4771.6,146225530,7877.89
10-Mar-08,4767.8,4814.95,4620.5,4800.4,155966648,8766.45
11-Mar-08,4796.3,4888.5,4732.85,4865.9,158842196,7933.31
12-Mar-08,4869.75,5019.2,4854.75,4872,135721301,6913.21
13-Mar-08,4868.7,4868.8,4580.15,4623.6,137742263,6511.45
14-Mar-08,4623.8,4758.95,4607.55,4745.8,177665094,7383.88
17-Mar-08,4745.45,4745.45,4482.1,4503.1,143351899,6449.89
18-Mar-08,4519.9,4617.95,4468.55,4533,170020881,7987.6
19-Mar-08,4534.75,4718.4,4533.9,4573.95,164033720,7557.89
24-Mar-08,4576.8,4649.45,4539.8,4609.85,123982175,5900.93
25-Mar-08,4616.8,4896.8,4616.8,4877.5,145601277,7290.22
26-Mar-08,4878.7,4912.3,4808.65,4828.85,126360231,5814.75
27-Mar-08,4828.8,4863.75,4769.6,4830.25,180115315,8403.74
28-Mar-08,4830,4970.8,4796.35,4942,164141244,7487.22
31-Mar-08,4942.15,4947,4703.85,4734.5,150089100,7410.8
01-Apr-08,4735.65,4800.75,4628.75,4739.55,119878713,5875.1
02-Apr-08,4741.4,4916.75,4741.4,4754.2,115678126,5708.19
03-Apr-08,4753.9,4833.25,4738.2,4771.6,130583246,6636.39
04-Apr-08,4766.7,4791.7,4632.7,4647,132143809,6626.62
07-Apr-08,4631.35,4798.55,4628.8,4761.2,124925089,6404.59
08-Apr-08,4760.65,4769.55,4677.8,4709.65,113783563,6300.38
09-Apr-08,4707.05,4758.25,4667.5,4747.05,101430145,5071.07
10-Apr-08,4747.55,4799.5,4720.9,4733,150146637,6919.6
11-Apr-08,4734.35,4817.4,4727.25,4777.8,132775090,6512.54
15-Apr-08,4779.95,4917.1,4708.3,4879.65,152133622,7483.14
16-Apr-08,4881.65,4951.4,4874.05,4887.3,137348930,6695.34
17-Apr-08,4890.6,4984.95,4889.65,4958.4,135283525,6587.14
21-Apr-08,4955.9,5053.4,4955.9,5037,110601430,5715.21
22-Apr-08,5037.05,5074.25,4994.05,5049.3,126837163,6268.68
23-Apr-08,5044.35,5083.5,5003.55,5022.8,146161834,6682.3
24-Apr-08,5022.9,5072.7,4991.35,4999.85,154288468,7492.21
25-Apr-08,4999.15,5117.7,4999.15,5111.7,134465254,7109
28-Apr-08,5112.5,5147.45,5079.15,5089.65,110778893,6011.78
29-Apr-08,5092.4,5210.9,5082.15,5195.5,215000545,9256.51
30-Apr-08,5198.35,5230.75,5155.85,5165.9,146277434,7570.08
02-May-08,5265.3,5298.85,5197.6,5228.2,131260266,7116.13
05-May-08,5227.25,5254.5,5182.6,5192.25,125641202,6433.55
06-May-08,5192.35,5206.5,5110.9,5144.65,131800270,6918.37
07-May-08,5156.7,5159.05,5101.25,5135.5,153438748,7619.1
08-May-08,5135.8,5143.05,5062.45,5081.7,127167885,6306.27
09-May-08,5070.85,5087.65,4969.4,4982.6,142385969,6875.81
12-May-08,4981,5021.75,4913.8,5012.65,151227287,6655.44
13-May-08,5008.6,5066,4943.75,4957.8,158521953,7243.14
14-May-08,4958.45,5026.1,4932.05,5011.75,147937974,6731.3
15-May-08,5010.9,5118.55,4999.6,5115.25,150871774,7840.38
16-May-08,5115.65,5167.4,5106.4,5157.7,152622286,6775.73
20-May-08,5157,5160.05,5072.4,5104.95,158813241,7032.91
21-May-08,5105.7,5135.55,5048.7,5117.65,163032543,7158.77
22-May-08,5117,5118.9,5010.7,5025.45,113544128,5693.06
23-May-08,5026.55,5059.05,4940.7,4946.55,152368191,6593.45
26-May-08,4953.6,4953.6,4858,4875.05,124506200,6098.96
27-May-08,4877.15,4932,4846.2,4859.8,120401073,5571.07
28-May-08,4862.7,4926.9,4835.65,4918.35,140737265,6892.13
29-May-08,4926.3,4957.4,4801.9,4835.3,194902303,9838.88
30-May-08,4844.05,4908.85,4833.45,4870.1,138696130,7722.67
02-Jun-08,4869.25,4908.8,4713,4739.6,118396812,5991.2
03-Jun-08,4739.3,4739.3,4634,4715.9,140745401,6764.13
04-Jun-08,4718.7,4731.5,4564.5,4585.6,154838181,7308.81
05-Jun-08,4586.95,4690.6,4536.25,4676.95,169638133,9560.6
06-Jun-08,4680.55,4746.3,4614.25,4627.8,132088975,7052.47
09-Jun-08,4626.45,4626.45,4411.6,4500.95,175247907,8431.34
10-Jun-08,4522,4522.55,4369.8,4449.8,165412516,8214.7
11-Jun-08,4469.65,4541.05,4468.05,4523.6,166416446,8126.26
12-Jun-08,4524.4,4550,4392,4539.35,164247033,7653.56
13-Jun-08,4539.5,4563.35,4491.35,4517.1,139532826,6339.8
16-Jun-08,4536.3,4617.7,4536.3,4572.5,111415055,5652.28
17-Jun-08,4572.5,4664.05,4561.75,4653,107221118,5511.88
18-Jun-08,4652.8,4679.75,4569.9,4582.4,136923928,6135.84
19-Jun-08,4582.55,4585.7,4488.95,4504.25,102266764,4954.97
20-Jun-08,4504.2,4532,4333.6,4347.55,133685260,6911.03
23-Jun-08,4351.15,4351.15,4225.5,4266.4,126376126,6121.52
24-Jun-08,4271.05,4305.9,4156.1,4191.1,132477086,6496.81
25-Jun-08,4189.6,4264.55,4093.2,4252.65,152437781,6960.36
26-Jun-08,4252.6,4324.75,4230,4315.85,196473131,9352.43
27-Jun-08,4315.3,4315.3,4119.2,4136.65,177324470,7883.16
30-Jun-08,4136.25,4163,4021.7,4040.55,144491241,6523.86
01-Jul-08,4039.75,4075.4,3878.2,3896.75,164469220,6939.93
02-Jul-08,3895.3,4107.15,3848.25,4093.35,199920144,8909.44
03-Jul-08,4094.6,4097.35,3874.85,3925.75,154573765,7101.42
04-Jul-08,3926.65,4033.5,3896.4,4016,152045352,6563.36
07-Jul-08,4002,4114.5,4002,4030,125737237,5517.21
08-Jul-08,4028.7,4028.7,3896.05,3988.55,135090953,6166.83
09-Jul-08,3990.9,4169.4,3990.9,4157.1,144597409,6595.61
10-Jul-08,4155.65,4187.95,4110.4,4162.2,146458190,6354.79
11-Jul-08,4166,4215.5,4014.45,4049,137337875,6947.53
14-Jul-08,4047.45,4118.1,4004.25,4039.7,126882896,6062.87
15-Jul-08,4039.3,4040.7,3835.5,3861.1,142682247,6645.56
16-Jul-08,3861.55,3920.05,3790.2,3816.7,185428595,7472.88
17-Jul-08,3823.15,3968.75,3823.15,3947.2,180239171,7288.76
18-Jul-08,3962.95,4110.55,3926.3,4092.25,175068345,7895.21
21-Jul-08,4092.2,4168.15,4072.75,4159.5,136720904,6487.24
22-Jul-08,4158.45,4262.45,4137.95,4240.1,165666075,7560.41
23-Jul-08,4246.7,4491.55,4246.7,4476.8,233619126,11772.26
24-Jul-08,4476.2,4539.45,4385.85,4433.55,177026127,9273.39
25-Jul-08,4440.85,4440.85,4297.15,4311.85,161681204,8516
28-Jul-08,4282.25,4352.65,4282.25,4332.1,111107965,6373.98
29-Jul-08,4332.2,4332.2,4159.15,4189.85,125806260,6619.9
30-Jul-08,4191.2,4327,4191.2,4313.55,151936263,6961.45
31-Jul-08,4314.35,4342,4285.55,4332.95,199677047,8696.31
01-Aug-08,4331.6,4422.95,4235.7,4413.55,178077599,8847.63
04-Aug-08,4426.1,4436.15,4362.9,4395.35,131343663,6486.48
05-Aug-08,4395.8,4515.15,4376,4502.85,194984174,9605.56
06-Aug-08,4506.25,4615.9,4503.9,4517.55,175692787,10274.94
07-Aug-08,4515.25,4580.15,4493.7,4523.85,133711940,6889.61
08-Aug-08,4518.35,4546.35,4464,4529.5,114202272,6271.09
11-Aug-08,4529.35,4625.2,4529.35,4620.4,112939704,6625.21
12-Aug-08,4620.95,4649.85,4525.75,4552.25,123375933,7422.01
13-Aug-08,4548.05,4572.65,4497.25,4529.05,105825121,5839.48
14-Aug-08,4524.2,4529.8,4421.25,4430.7,95028617,5504.9
18-Aug-08,4430.7,4447.4,4379.85,4393.05,96897991,4985.84
19-Aug-08,4393.1,4393.7,4316.55,4368.25,96476193,4516.55
20-Aug-08,4365.45,4434.9,4365.45,4415.75,89434446,4425.1
21-Aug-08,4416.2,4418.55,4271.3,4283.85,91313625,4323.68
22-Aug-08,4283.85,4337,4248,4327.45,101435362,5226.24
25-Aug-08,4317.95,4398.8,4317.95,4335.35,79239792,3884.68
26-Aug-08,4335.2,4345.05,4283.3,4337.5,86937484,4775.57
27-Aug-08,4336.85,4364.25,4282.65,4292.1,84380597,4599.49
28-Aug-08,4290.75,4304.5,4201.85,4214,161197240,7578.62
29-Aug-08,4230.6,4368.8,4230.6,4360,111455760,5593.43
01-Sep-08,4356.1,4365,4281.35,4348.65,82996531,4220.01
02-Sep-08,4358.85,4522.4,4343.1,4504,129292702,6921.58
04-Sep-08,4512.95,4514.6,4419.45,4447.75,114713208,6535.5
05-Sep-08,4444.7,4444.7,4328.9,4352.3,108583037,6126.78
08-Sep-08,4358.3,4558,4358.3,4482.3,117351175,6615.67
09-Sep-08,4485.15,4497.5,4418.95,4468.7,95544721,5488.2
10-Sep-08,4467.5,4467.5,4382.35,4400.25,134790277,6781.74
11-Sep-08,4397.25,4399.3,4272.75,4290.3,116723061,6537.95
12-Sep-08,4291.6,4323.9,4200.15,4228.45,145748456,7980.37
15-Sep-08,4231.95,4237.25,3955.4,4072.9,147158815,7114
16-Sep-08,4072.55,4090.1,3919.35,4074.9,159518028,7727.19
17-Sep-08,4074.8,4116.7,3974.6,4008.25,153414046,7674.9
18-Sep-08,4005.25,4050.1,3799.55,4038.15,203882671,10125.95
19-Sep-08,4040.8,4262.65,4040.8,4245.25,206052260,10221.99
22-Sep-08,4248.95,4303.25,4202.4,4223.05,137082447,6859.81
23-Sep-08,4223.9,4224.7,4117.9,4126.9,125527290,6237.87
24-Sep-08,4125.75,4207.95,4115.85,4161.25,156072253,7260.87
25-Sep-08,4162.15,4172.6,4077.5,4110.55,217958856,9235.83
26-Sep-08,4108.75,4110.7,3970.35,3985.25,133851369,5968.78
29-Sep-08,3990.2,3997.55,3777.3,3850.05,187237452,8386.98
30-Sep-08,3848.7,3966.85,3715.05,3921.2,217095428,9659.09
01-Oct-08,3921.85,4000.5,3861.25,3950.75,149863209,6448.37
03-Oct-08,3953.55,3969.55,3804.85,3818.3,172679745,7919.46
06-Oct-08,3817.3,3820.85,3581.6,3602.35,157489980,6565.56
07-Oct-08,3606.95,3732.65,3537,3606.6,210246893,8291.13
08-Oct-08,3604.4,3604.4,3329.45,3513.65,228575994,8649.95
10-Oct-08,3502.05,3502.05,3198.95,3279.95,283977364,10857.92
13-Oct-08,3272.9,3510.2,3272.9,3490.7,195385035,7706.83
14-Oct-08,3494.1,3648.25,3491.5,3518.65,177533438,7429.54
15-Oct-08,3517.9,3518.5,3324.55,3338.4,163717675,6602.25
16-Oct-08,3333.85,3333.85,3099.9,3269.3,234077842,8631.26
17-Oct-08,3269.05,3335.95,3046.6,3074.35,194265455,7053.18
20-Oct-08,3108.2,3238.4,3058.95,3122.8,186324892,6544.53
21-Oct-08,3125.4,3254.85,3117.35,3234.9,225718997,7448.58
22-Oct-08,3234.7,3235.75,3051.8,3065.15,171324331,5622.57
23-Oct-08,3064.8,3085.1,2917.15,2943.15,234116773,7270.91
24-Oct-08,2936.25,2936.25,2525.05,2584,348595400,7843.42
27-Oct-08,2583.75,2585.3,2252.75,2524.2,341552313,7012.78
28-Oct-08,2526.2,2695.95,2526.2,2684.6,51206468,1038.24
29-Oct-08,2685.3,2781.25,2631.9,2697.05,361640496,8164.76
31-Oct-08,2696.3,2921.35,2696.3,2885.6,320836935,8963.96
03-Nov-08,2885.4,3062.05,2885.4,3043.85,240443755,6642.53
04-Nov-08,3050.25,3152.3,2985,3142.1,304637885,7478.44
05-Nov-08,3155.75,3240.55,2971,2994.95,305687563,8531.19
06-Nov-08,2998.45,3007.8,2860.25,2892.65,268176655,7178.24
07-Nov-08,2893.25,3010,2860.1,2973,246638152,6140.33
10-Nov-08,2973.3,3161.25,2973.3,3148.25,251108020,5985.46
11-Nov-08,3147.2,3147.2,2919.45,2938.65,221654127,5857.01
12-Nov-08,2937.9,2975.2,2794.95,2848.45,250791310,7010.66
14-Nov-08,2848,2938.8,2778.8,2810.35,257081847,7423.62
17-Nov-08,2813.4,2835.7,2694.5,2799.55,251219581,6367.92
18-Nov-08,2802.45,2802.45,2664.3,2683.15,220347375,5742.53
19-Nov-08,2682.75,2772.4,2617.9,2635,230509310,6447.35
20-Nov-08,2634.2,2634.2,2502.9,2553.15,204791432,5330.61
21-Nov-08,2553.6,2718.6,2539.8,2693.45,281247780,6700.25
24-Nov-08,2690.85,2740.35,2633.8,2708.25,236797126,5998.79
25-Nov-08,2708.3,2790.7,2638.2,2654,214273358,5619.27
26-Nov-08,2652.45,2762.6,2643.35,2752.25,269948758,6429.24
28-Nov-08,2745.7,2779,2690.3,2755.1,296322562,7237.78
01-Dec-08,2755.15,2832.85,2669.5,2682.9,257834565,6122.02
02-Dec-08,2672.9,2672.9,2570.7,2657.8,261046123,5651.31
03-Dec-08,2657.5,2693.65,2611.95,2656.45,282545081,5912.82
04-Dec-08,2656.5,2793.8,2646.35,2788,324695285,6538.53
05-Dec-08,2786.65,2821.15,2701.35,2714.4,319248265,6448.61
08-Dec-08,2714.7,2861.55,2714.7,2784,311403332,6951.99
10-Dec-08,2785.7,2940.15,2785.7,2928.25,370599341,8130.79
11-Dec-08,2934.05,2945.3,2861.55,2920.15,352245716,7844.91
12-Dec-08,2915.35,2936.8,2812.55,2921.35,284387903,7103.03
15-Dec-08,2917.9,3012.1,2917.9,2981.2,293737834,7133.08
16-Dec-08,2983.6,3052.55,2963.3,3041.75,270617321,6893.06
17-Dec-08,3040.45,3076.2,2943.5,2954.35,344614834,8567.6
18-Dec-08,2955.35,3072.55,2922.65,3060.75,377032468,9042.19
19-Dec-08,3063,3106.8,3036.3,3077.5,386314136,8344.82
22-Dec-08,3077.25,3110.45,3027.8,3039.3,315828829,6101.36
23-Dec-08,3039.25,3040,2957.05,2968.65,303129447,5705.38
24-Dec-08,2967.4,2968,2900.45,2916.85,380460882,6975.71
26-Dec-08,2919.85,2960.95,2844.8,2857.25,237935397,4558.9
29-Dec-08,2857.15,2931.8,2812.9,2922.2,335171811,6367.55
30-Dec-08,2922.55,2999.15,2899.75,2979.5,302749136,5819.5
